大学八级英语单词|abase|英[ə'beɪs] 美[ə'beɪs]|v.降低……的地位；降低……的品格；贬低|The president is not willing to abase himself before the nation.|总统不愿在全国人民面前降低自己的威信。|大学八级英语单词
大学八级英语单词|persiflage|英['pɜːsɪflɑːʒ] 美['pɜːrsɪflɑːʒ]|n.挖苦；嘲弄|The persiflage is not appropriate when we have such serious problems to discuss.<br>Even if such, I return clear feel there individual bring my warmth with love, after all is I am dreaming or live in the persiflage?<br>the jargon of intellectual persiflage<br>deride mock ridicule scorn sneer quip flout hack jape persiflage taunt mordant spoof badinage banter 等等。<br>When he spoke of murder, suicide, venereal disease, amputated limbs, and altered faces, it was with a faint air of persiflage. '<br>Persiflage, pure Bunk|当我们在讨论如此严肃的问题的时候，这种戏谑的言辞是不恰当的。<br>即便如此，我还分明的能感觉到那个人带给我的温暖和爱，到底是我在做梦还是生活在戏弄？<br>知识分子挖苦性的言论<br>中文同样是「嘲讽，嘲笑」，英文却有几十个单词：<br>他谈到杀人、自杀、花柳<br>空口白舌|大学八级英语单词
大学八级英语单词|personable|英['pɜːsənəbl] 美['pɜːrsənəbl]|adj.风度翩翩的|The salesman was a very personable young man.<br>The manager's wife is both personable and smart.|推销员是个风度翩翩的年轻人。<br>经理的妻子优雅又精明。|大学八级英语单词
大学八级英语单词|perspicacious|英[ˌpɜːspɪ'keɪʃəs] 美[ˌpɜːrspɪ'keɪʃəs]|adj.颖悟的；聪明的；有洞察力的|It is very perspicacious of you to find the cause of the trouble so quickly.|你真是明察秋毫，问题的原因这麽快就找出来了。|大学八级英语单词
大学八级英语单词|perspicuity|英[ˌpɜːspɪ'kjuːɪtɪ] 美[ˌpɜːspɪ'kjuːətɪ]|n.明晰；明了；简明|For me in present's study life middle finger perspicuity direction.<br>But before Japanese bosses celebrate, they may want to consider that this golden opportunity is hardly the result of business perspicuity.<br>It is possible to meet the needs of harmonious city through the perspicuity, marketlization and institutionalization of urban planning interest.<br>Some people have a foolish trick of applying for aid before they have done anything whatever to aid themselves, and in fact try to talk themselves into perspicuity.<br>The perspicuity of God\'s revelation: After the Fall, general revelation is (still) authoritative, sufficient (so that man is without excuse), and clear.|为我在今后的学习生活，指明了方向。<br>但是在庆祝他们的战利品之前，那些日本经理人或许应该明白：获得这次难得的机会决不是因为他们通晓商业经营之道。<br>通过城市规划利益明晰化、市场化、制度化来适应和谐城市的要求。<br>隐匿无状的神经疾病、幻想肆疟的抑郁、一发而不可收拾的种种欲念之所以骇人，正是由于人们错认它们为罕有。<br>堕落之后还是一样：普遍启示带有权威，足够让人无可推诿，也是清晰的。|大学八级英语单词
大学八级英语单词|pertain|英[pə'teɪn] 美[pər'teɪn]|vi.关于；从属；适合|This letter does not pertain to politics.<br>Learning the specific set of vocabulary words that pertain to one's business becomes a simple task.<br>They own the house and the land pertaining to it.<br>It does not pertain to the young to instruct their elders.|这封信的内容与政治无关。<br>学习和自己行业有关的这组特殊字汇成为一件简单的工作。<br>他们拥有这栋房子以及附属于它的土地。<br>年轻人不应该对老年人发号施令。|大学八级英语单词
大学八级英语单词|pertinacious|英[ˌpɜːtɪ'neɪʃəs] 美[ˌpɜːrtn'eɪʃəs]|adj.执拗的；顽固的；坚持的|She is the most vocal and pertinacious of all the critics of the policy.<br>His style of argument in meetings is not so much aggressive as pertinacious.|在所有的政策批评家中，她是陈词最多而且最为固执的。<br>他在会议上的辩论态度并非锋芒逼人而是坚持己见。|大学八级英语单词
大学八级英语单词|perturb|英[pə'tɜːb] 美[pər'tɜːrb]|vt.使烦恼；使不安|King Herod was greatly perturbed when he heard this;and so was the whole of Jerusalem.<br>The state of being perturbed; agitation.|希律王听后异常惊恐，耶路撒冷的全城居民也感到非常不安。<br>搅乱，混乱处于不安的状态；动荡|大学八级英语单词
大学八级英语单词|peruse|英[pə'ruːz] 美[pə'ruːz]|v.攻读；精读；阅读|He is determined to peruse the postgraduate study.<br>Please peruse this report at your leisure.<br>After breakfast he perused the newspapers.|他已决心攻读硕士研究生。<br>请在空暇时细读这篇报道。<br>早饭后，他读了各种报纸。|大学八级英语单词
大学八级英语单词|pervade|英[pə'veɪd] 美[pər'veɪd]|vt.弥漫；遍及；蔓延|The smell of baked apple pies pervaded the house.<br>We are all pervaded with a sense of disaster.<br>Her work is pervaded by nostalgia for a past age.<br>Revolutionary ideas pervaded the whole land.<br>A strong sense of patriotism pervaded his writings.|房子里弥漫着烤苹果馅饼的香味。<br>我们普遍有大祸降临的感觉。<br>她的作品充满了怀旧之情。<br>革命思想遍及全国。<br>一种强烈的爱国主义感情渗透在他的作品中。|大学八级英语单词
大学八级英语单词|pesticide|英['pestɪsaɪd] 美['pestɪsaɪd]|n.杀虫剂；农药|The crops are regularly sprayed with pesticide.<br>The insects have become resistant to the pesticide.<br>The seeds and the pesticide are both ready.<br>This pesticide is harmless to crops.|庄稼定期喷洒杀虫剂。<br>这些昆虫已经对杀虫剂有抗药性了。<br>种子跟农药都准备好了。<br>这种农药对农作物无害。|大学八级英语单词
大学八级英语单词|pestle|英['pesl] 美['pesl]|n.杵；乳钵槌|He ground the rock candy with a mortar and pestle.<br>A pestle can be ground into a needle and true knowledge comes from perseverance.|他自己动手用研钵和杵把冰糖研成粉。<br>想得到真正的学问，必有须磨杵成针的精神。|大学八级英语单词
大学八级英语单词|petrify|英['petrɪfaɪ] 美['petrɪfaɪ]|vt.使石化；使发呆<br>vi.石化|The horror movie petrified the audience, leaving them frozen in fear.|这部恐怖电影把观众吓呆了，他们被吓得动弹不得。|大学八级英语单词
大学八级英语单词|petrography|英[piː'trɒgrəfɪ] 美[piː'trɒgrəfɪ]|n.岩石记述学|The author discusses the petrography feature of the rock.|作者论述了岩石岩相学特征。|大学八级英语单词
大学八级英语单词|phenomenal|英[fə'nɒmɪnl] 美[fə'nɑːmɪnl]|adj.现象的；可感知的；非凡的|Rather, our explanation will always require explanatorily primitive principles to bridge the gap from the physical to the phenomenal.<br>The phenomenal growth that has enabled Matsushita to rank so highly.|而是，我们的解释会一直必须一个基础解释原理来桥接物理和现象的鸿沟。<br>松下公司非凡的发展速度，使它名列前茅。|大学八级英语单词
大学八级英语单词|philanthropic|英[ˌfɪlən'θrɒpɪk] 美[ˌfɪlən'θrɒpɪk]|adj.博爱的；慈善的|Such a long-term perspective is not a philanthropic dream.<br>The old gentleman was renowned far and wide for his philanthropic generosity.<br>He was appointed as the image ambassador of the philanthropic activity.|这种长期的观点不是一种博爱论。<br>老先生因乐善好施而闻名遐尔。<br>他被委任为此次慈善活动的形象大使。|大学八级英语单词
大学八级英语单词|philatelist|英[fɪ'lætəlɪst] 美[fɪ'lætəlɪst]|n.集邮家|He is a philatelist; part of his collection is rare sets of postage stamps of the Qing Dynasty.<br>Respected Primier ministre Dr.Helmut Kohl, I am a Chinese retired employee as well as a philatelist for many years.<br>The program provides a wide range of features making it useful to the expert philatelist and novice alike.<br>James was also an avid flag collector and member of NAVA, and a longtime philatelist.<br>Above is a natural maximum card created by a philatelist in the 80s, which is a rather scarce maximum card created in the period.|他是一位集邮家。他藏品的一部分是罕见的套头的大清国邮票。<br>如果从发信的时间排序，德国总理科尔是我的第一位对外国首脑的求签的对象，从明信片背面的信文中，你可以看出是相当粗糙。<br>由网友上传分享：StampPro is a Windows based United States stamp inventory and tracking program and much more.<br>注册以获得一个免费帐号，或登入（如果你已经是会员）。<br>这一枚 80 年代制作的自然极限片是一枚少见的马来西亚极限片。|大学八级英语单词
大学八级英语单词|philistine|英['fɪlɪstaɪn] 美['fɪlɪstiːn]|adj.市侩的<br>n.非利士人；平庸的人|Time curbed the artist's pride and the philistine's vulgarity.<br>At that time David was in the stronghold, and the Philistine garrison was at Bethlehem.|时间限制了艺术家的骄傲和市侩的鄙俗。<br>那时大卫在山寨，非利士人的防营在伯利恒。|大学八级英语单词
大学八级英语单词|phlegmatic|英[fleɡ'mætɪk] 美[fleɡ'mætɪk]|adj.冷静的；冷淡的；冷漠的|Commuting in the rush-hour requires a phlegmatic temperament.<br>No other city in India bears such colossal inconveniences with such phlegmatic grace.<br>The British character is often said to be phlegmatic.|在上下班交通高峰期间乘坐通勤车要有安之若素的心境。<br>在印度没有哪个城市承受着如此巨大的不便和如此冷淡的宽容。<br>英国人的性格常说成是冷漠的。|大学八级英语单词
大学八级英语单词|piddling|英['pɪdlɪŋ] 美['pɪdlɪŋ]|adj.无用的；琐屑的|I don't want to hear all the piddling little details!|我不想听那些琐碎的事！|大学八级英语单词
大学八级英语单词|piebald|英['paɪbɔːld] 美['paɪbɔːld]|adj.花斑的；杂色的；杂种的<br>n.花斑马|The piebald horse had patches of white and black fur.|这匹花斑马身上有白色和黑色相间的毛皮。|大学八级英语单词
大学八级英语单词|pixel|英['pɪksl] 美['pɪksl]|n.像素|Specifies a pixel as the unit of measure.<br>BMP files with 24 bits per pixel are common.<br>Web designers are much more than pixel pushers.<br>The pixel data can be cached for faster access.<br>Displacement resolution of sub pixel is achieved.|将像素指定为度量单位。<br>每像素 24 位的 BMP 文件是通用的。<br>网页设计师不仅仅是像素抄写员。<br>此像素数据可以缓存以便更快地访问。<br>检测系统达到了亚像素级的位移分辨率。|大学八级英语单词
大学八级英语单词|pigment|英['pɪɡmənt] 美['pɪɡmənt]|n.色素；颜料<br>v.把……加颜色；变色|This pigment is a good common food additive.<br>How is retinal pigment denaturation treated?<br>The primary white pigment is titanium dioxide.<br>Of course, pigment is not the only part of a fresco.<br>You just expand or shrink the millions of pigment cells or chromatophores in your skin to instantly change color.|该色素是稳定性好的食品添加剂。<br>视网膜色素变性怎样治疗？<br>最重要的白色颜料是二氧化钛。<br>当然，颜料还不是画面的全部。<br>你只需要展开或收缩你皮肤里的上百万个色素细胞或色素体就可以立即变色。|大学八级英语单词
